"module name","license","repository"
"body-parser@1.20.1","MIT","https://github.com/expressjs/body-parser"
"bonjour-service@1.1.1","MIT","https://github.com/onlxltd/bonjour-service"
"boolbase@1.0.0","ISC","https://github.com/fb55/boolbase"
"bootstrap-icons@1.11.3","MIT","https://github.com/twbs/icons"
"bootstrap@5.3.3","MIT","https://github.com/twbs/bootstrap"
"brace-expansion@1.1.11","MIT","https://github.com/juliangruber/brace-expansion"
"brace-expansion@2.0.1","MIT","https://github.com/juliangruber/brace-expansion"
"braces@3.0.2","MIT","https://github.com/micromatch/braces"
"browser-process-hrtime@1.0.0","BSD-2-Clause","https://github.com/kumavis/browser-process-hrtime"
"browserslist@4.21.5","MIT","https://github.com/browserslist/browserslist"
"bs-logger@0.2.6","MIT","https://github.com/huafu/bs-logger"
"bser@2.1.1","Apache-2.0","https://github.com/facebook/watchman"
"buffer-from@1.1.2","MIT","https://github.com/LinusU/buffer-from"
"buffer@5.7.1","MIT","https://github.com/feross/buffer"
"bytes@3.0.0","MIT","https://github.com/visionmedia/bytes.js"
"bytes@3.1.2","MIT","https://github.com/visionmedia/bytes.js"
"call-bind@1.0.2","MIT","https://github.com/ljharb/call-bind"
"callsite@1.0.0","MIT*",""
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"camel-case@4.1.2","MIT","https://github.com/blakeembrey/change-case"
"camelcase@5.3.1","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@6.3.0","MIT","https://github.com/sindresorhus/camelcase"
"caniuse-api@3.0.0","MIT","https://github.com/nyalab/caniuse-api"
"caniuse-lite@1.0.30001636","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"case-sensitive-paths-webpack-plugin@2.4.0","MIT","https://github.com/Urthen/case-sensitive-paths-webpack-plugin"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"chalk@3.0.0","MIT","https://github.com/chalk/chalk"
"chalk@4.1.2","MIT","https://github.com/chalk/chalk"
"char-regex@1.0.2","MIT","https://github.com/Richienb/char-regex"
"char-regex@2.0.1","MIT","https://github.com/Richienb/char-regex"
"chokidar@3.5.3","MIT","https://github.com/paulmillr/chokidar"
"chrome-trace-event@1.0.3","MIT","https://github.com/samccone/chrome-trace-event"
"ci-info@1.6.0","MIT","https://github.com/watson/ci-info"
"ci-info@3.8.0","MIT","https://github.com/watson/ci-info"
"cjs-module-lexer@1.2.2","MIT","https://github.com/guybedford/cjs-module-lexer"
"clean-css@5.3.2","MIT","https://github.com/clean-css/clean-css"
"cli-cursor@2.1.0","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-cursor@3.1.0","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-highlight@2.1.11","ISC","https://github.com/felixfbecker/cli-highlight"
"cli-spinners@2.9.0","MIT","https://github.com/sindresorhus/cli-spinners"
"clipboardy@2.3.0","MIT","https://github.com/sindresorhus/clipboardy"
"cliui@7.0.4","ISC","https://github.com/yargs/cliui"
"clone-deep@4.0.1","MIT","https://github.com/jonschlinkert/clone-deep"
"clone@1.0.4","MIT","https://github.com/pvorb/node-clone"
"co@4.6.0","MIT","https://github.com/tj/co"
"collect-v8-coverage@1.0.1","MIT","https://github.com/SimenB/collect-v8-coverage"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"colord@2.9.3","MIT","https://github.com/omgovich/colord"
"colorette@2.0.20","MIT","https://github.com/jorgebucaran/colorette"
"combined-stream@1.0.8","MIT","https://github.com/felixge/node-combined-stream"
"commander@2.20.3","MIT","https://github.com/tj/commander.js"
"commander@7.2.0","MIT","https://github.com/tj/commander.js"
"commander@8.3.0","MIT","https://github.com/tj/commander.js"
"common-path-prefix@3.0.0","ISC","https://github.com/novemberborn/common-path-prefix"
"commondir@1.0.1","MIT","https://github.com/substack/node-commondir"
"compressible@2.0.18","MIT","https://github.com/jshttp/compressible"
"compression@1.7.4","MIT","https://github.com/expressjs/compression"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"condense-newlines@0.2.1","MIT","https://github.com/jonschlinkert/condense-newlines"
"config-chain@1.1.13","MIT","https://github.com/dominictarr/config-chain"
"connect-history-api-fallback@2.0.0","MIT","https://github.com/bripkens/connect-history-api-fallback"
"consolidate@0.15.1","MIT","https://github.com/tj/consolidate.js"
"content-disposition@0.5.4","MIT","https://github.com/jshttp/content-disposition"
"content-type@1.0.5","MIT","https://github.com/jshttp/content-type"
"convert-source-map@1.9.0","MIT","https://github.com/thlorenz/convert-source-map"
"cookie-signature@1.0.6","MIT","https://github.com/visionmedia/node-cookie-signature"
"cookie@0.5.0","MIT","https://github.com/jshttp/cookie"
"copy-webpack-plugin@9.1.0","MIT","https://github.com/webpack-contrib/copy-webpack-plugin"
"core-js-compat@3.30.2","MIT","https://github.com/zloirock/core-js"
"core-js@3.30.2","MIT","https://github.com/zloirock/core-js"
"core-util-is@1.0.3","MIT","https://github.com/isaacs/core-util-is"
"cosmiconfig@6.0.0","MIT","https://github.com/davidtheclark/cosmiconfig"
"cosmiconfig@7.1.0","MIT","https://github.com/davidtheclark/cosmiconfig"
"cross-spawn@5.1.0","MIT","https://github.com/IndigoUnited/node-cross-spawn"
"cross-spawn@6.0.5","MIT","https://github.com/moxystudio/node-cross-spawn"
"cross-spawn@7.0.3","MIT","https://github.com/moxystudio/node-cross-spawn"
"css-declaration-sorter@6.4.0","ISC","https://github.com/Siilwyn/css-declaration-sorter"
"css-loader@6.7.4","MIT","https://github.com/webpack-contrib/css-loader"
"css-minimizer-webpack-plugin@3.4.1","MIT","https://github.com/webpack-contrib/css-minimizer-webpack-plugin"
"css-select@4.3.0","BSD-2-Clause","https://github.com/fb55/css-select"
"css-tree@1.1.3","MIT","https://github.com/csstree/csstree"
"css-tree@2.3.1","MIT","https://github.com/csstree/csstree"
"css-what@6.1.0","BSD-2-Clause","https://github.com/fb55/css-what"
"cssesc@3.0.0","MIT","https://github.com/mathiasbynens/cssesc"
"cssnano-preset-default@5.2.14","MIT","https://github.com/cssnano/cssnano"
"cssnano-utils@3.1.0","MIT","https://github.com/cssnano/cssnano"
"cssnano@5.1.15","MIT","https://github.com/cssnano/cssnano"
"csso@4.2.0","MIT","https://github.com/css/csso"
"cssom@0.3.8","MIT","https://github.com/NV/CSSOM"
"cssom@0.4.4","MIT","https://github.com/NV/CSSOM"
"cssstyle@2.3.0","MIT","https://github.com/jsdom/cssstyle"
"csstype@3.1.2","MIT","https://github.com/frenic/csstype"
"data-urls@2.0.0","MIT","https://github.com/jsdom/data-urls"
"date-fns@2.30.0","MIT","https://github.com/date-fns/date-fns"
"debug@2.6.9","MIT","https://github.com/visionmedia/debug"
"debug@3.2.7","MIT","https://github.com/visionmedia/debug"
"debug@4.3.4","MIT","https://github.com/debug-js/debug"
"decache@4.6.2","MIT","https://github.com/dwyl/decache"
"decimal.js@10.4.3","MIT","https://github.com/MikeMcl/decimal.js"
"dedent@0.7.0","MIT","https://github.com/dmnd/dedent"
"deep-is@0.1.4","MIT","https://github.com/thlorenz/deep-is"
"deepmerge@1.5.2","MIT","https://github.com/KyleAMathews/deepmerge"
"deepmerge@4.3.1","MIT","https://github.com/TehShrike/deepmerge"
"default-gateway@6.0.3","BSD-2-Clause","https://github.com/silverwind/default-gateway"
"defaults@1.0.4","MIT","https://github.com/sindresorhus/node-defaults"
"define-lazy-prop@2.0.0","MIT","https://github.com/sindresorhus/define-lazy-prop"
"define-properties@1.2.0","MIT","https://github.com/ljharb/define-properties"
"delayed-stream@1.0.0","MIT","https://github.com/felixge/node-delayed-stream"
"depd@1.1.2","MIT","https://github.com/dougwilson/nodejs-depd"
"depd@2.0.0","MIT","https://github.com/dougwilson/nodejs-depd"
"destroy@1.2.0","MIT","https://github.com/stream-utils/destroy"
"detect-newline@3.1.0","MIT","https://github.com/sindresorhus/detect-newline"
"detect-node@2.1.0","MIT","https://github.com/iliakan/detect-node"
"diff-sequences@27.5.1","MIT","https://github.com/facebook/jest"
"dir-glob@3.0.1","MIT","https://github.com/kevva/dir-glob"
"dns-equal@1.0.0","MIT","https://github.com/watson/dns-equal"
"dns-packet@5.6.0","MIT","https://github.com/mafintosh/dns-packet"
"doctrine@3.0.0","Apache-2.0","https://github.com/eslint/doctrine"
"dom-converter@0.2.0","MIT","https://github.com/AriaMinaei/dom-converter"
"dom-serializer@1.4.1","MIT","https://github.com/cheeriojs/dom-renderer"
"dom-serializer@2.0.0","MIT","https://github.com/cheeriojs/dom-serializer"
"domelementtype@2.3.0","BSD-2-Clause","https://github.com/fb55/domelementtype"
"domexception@2.0.1","MIT","https://github.com/jsdom/domexception"
"domhandler@4.3.1","BSD-2-Clause","https://github.com/fb55/domhandler"
"domhandler@5.0.3","BSD-2-Clause","https://github.com/fb55/domhandler"
"domutils@2.8.0","BSD-2-Clause","https://github.com/fb55/domutils"
"domutils@3.1.0","BSD-2-Clause","https://github.com/fb55/domutils"
"dot-case@3.0.4","MIT","https://github.com/blakeembrey/change-case"
"dotenv-expand@5.1.0","BSD-2-Clause",""
"dotenv@10.0.0","BSD-2-Clause","https://github.com/motdotla/dotenv"
"duplexer@0.1.2","MIT","https://github.com/Raynos/duplexer"
"easy-stack@1.0.1","MIT","https://github.com/RIAEvangelist/easy-stack"
"editorconfig@0.15.3","MIT","https://github.com/editorconfig/editorconfig-core-js"
"ee-first@1.1.1","MIT","https://github.com/jonathanong/ee-first"
"electron-to-chromium@1.4.405","ISC","https://github.com/kilian/electron-to-chromium"
"emittery@0.10.2","MIT","https://github.com/sindresorhus/emittery"
"emittery@0.8.1","MIT","https://github.com/sindresorhus/emittery"
"emoji-regex@8.0.0","MIT","https://github.com/mathiasbynens/emoji-regex"
"emojis-list@3.0.0","MIT","https://github.com/kikobeats/emojis-list"
"encodeurl@1.0.2","MIT","https://github.com/pillarjs/encodeurl"
"end-of-stream@1.4.4","MIT","https://github.com/mafintosh/end-of-stream"
"enhanced-resolve@5.14.0","MIT","https://github.com/webpack/enhanced-resolve"
"enquirer@2.3.6","MIT","https://github.com/enquirer/enquirer"
"entities@2.2.0","BSD-2-Clause","https://github.com/fb55/entities"
"entities@4.5.0","BSD-2-Clause","https://github.com/fb55/entities"
"error-ex@1.3.2","MIT","https://github.com/qix-/node-error-ex"
"error-stack-parser@2.1.4","MIT","https://github.com/stacktracejs/error-stack-parser"
"es-module-lexer@1.2.1","MIT","https://github.com/guybedford/es-module-lexer"
"escalade@3.1.1","MIT","https://github.com/lukeed/escalade"
"escape-html@1.0.3","MIT","https://github.com/component/escape-html"
"escape-string-regexp@1.0.5","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escape-string-regexp@2.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escape-string-regexp@4.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escodegen@2.0.0","BSD-2-Clause","https://github.com/estools/escodegen"
"eslint-plugin-vue@8.7.1","MIT","https://github.com/vuejs/eslint-plugin-vue"
"eslint-scope@5.1.1","BSD-2-Clause","https://github.com/eslint/eslint-scope"
"eslint-scope@7.2.0","BSD-2-Clause","https://github.com/eslint/eslint-scope"
"eslint-utils@2.1.0","MIT","https://github.com/mysticatea/eslint-utils"
"eslint-utils@3.0.0","MIT","https://github.com/mysticatea/eslint-utils"
"eslint-visitor-keys@1.3.0","Apache-2.0","https://github.com/eslint/eslint-visitor-keys"
"eslint-visitor-keys@2.1.0","Apache-2.0","https://github.com/eslint/eslint-visitor-keys"
"eslint-visitor-keys@3.4.1","Apache-2.0","https://github.com/eslint/eslint-visitor-keys"
"eslint-webpack-plugin@3.2.0","MIT","https://github.com/webpack-contrib/eslint-webpack-plugin"
"eslint@7.32.0","MIT","https://github.com/eslint/eslint"
"espree@7.3.1","BSD-2-Clause","https://github.com/eslint/espree"
"espree@9.5.2","BSD-2-Clause","https://github.com/eslint/espree"
"esprima@4.0.1","BSD-2-Clause","https://github.com/jquery/esprima"
"esquery@1.5.0","BSD-3-Clause","https://github.com/estools/esquery"
"esrecurse@4.3.0","BSD-2-Clause","https://github.com/estools/esrecurse"
"estraverse@4.3.0","BSD-2-Clause","https://github.com/estools/estraverse"
"estraverse@5.3.0","BSD-2-Clause","https://github.com/estools/estraverse"
"estree-walker@2.0.2","MIT","https://github.com/Rich-Harris/estree-walker"
"esutils@2.0.3","BSD-2-Clause","https://github.com/estools/esutils"
"etag@1.8.1","MIT","https://github.com/jshttp/etag"
"event-pubsub@4.3.0","Unlicense","https://github.com/RIAEvangelist/event-pubsub"
"eventemitter3@4.0.7","MIT","https://github.com/primus/eventemitter3"
"events@3.3.0","MIT","https://github.com/Gozala/events"
"execa@0.8.0","MIT","https://github.com/sindresorhus/execa"
"execa@1.0.0","MIT","https://github.com/sindresorhus/execa"
"execa@5.1.1","MIT","https://github.com/sindresorhus/execa"
"exit@0.1.2","MIT","https://github.com/cowboy/node-exit"
"expect@27.5.1","MIT","https://github.com/facebook/jest"
"express@4.18.2","MIT","https://github.com/expressjs/express"
"extend-shallow@2.0.1","MIT","https://github.com/jonschlinkert/extend-shallow"
"fast-deep-equal@3.1.3","MIT","https://github.com/epoberezkin/fast-deep-equal"
"fast-glob@3.2.12","MIT","https://github.com/mrmlnc/fast-glob"
"fast-json-stable-stringify@2.1.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"fast-levenshtein@2.0.6","MIT","https://github.com/hiddentao/fast-levenshtein"
"fastq@1.15.0","ISC","https://github.com/mcollina/fastq"
"faye-websocket@0.11.4","Apache-2.0","https://github.com/faye/faye-websocket-node"
"fb-watchman@2.0.2","Apache-2.0","https://github.com/facebook/watchman"
"figures@2.0.0","MIT","https://github.com/sindresorhus/figures"
"file-entry-cache@6.0.1","MIT","https://github.com/royriojas/file-entry-cache"
"file-loader@6.2.0","MIT","https://github.com/webpack-contrib/file-loader"
"fill-range@7.0.1","MIT","https://github.com/jonschlinkert/fill-range"
"finalhandler@1.2.0","MIT","https://github.com/pillarjs/finalhandler"
"find-cache-dir@3.3.2","MIT","https://github.com/avajs/find-cache-dir"
"find-cache-dir@5.0.0","MIT","https://github.com/sindresorhus/find-cache-dir"
"find-up@4.1.0","MIT","https://github.com/sindresorhus/find-up"
"find-up@6.3.0","MIT","https://github.com/sindresorhus/find-up"
"flat-cache@3.0.4","MIT","https://github.com/royriojas/flat-cache"
"flatted@3.2.7","ISC","https://github.com/WebReflection/flatted"
"follow-redirects@1.15.2","MIT","https://github.com/follow-redirects/follow-redirects"
"fork-ts-checker-webpack-plugin@6.5.3","MIT","https://github.com/TypeStrong/fork-ts-checker-webpack-plugin"
"form-data@3.0.1","MIT","https://github.com/form-data/form-data"
"form-data@4.0.0","MIT","https://github.com/form-data/form-data"
"forwarded@0.2.0","MIT","https://github.com/jshttp/forwarded"
"fraction.js@4.2.0","MIT","https://github.com/infusion/Fraction.js"
"fresh@0.5.2","MIT","https://github.com/jshttp/fresh"
"fs-extra@9.1.0","MIT","https://github.com/jprichardson/node-fs-extra"
"fs-monkey@1.0.3","Unlicense","https://github.com/streamich/fs-monkey"
"fs.realpath@1.0.0","ISC","https://github.com/isaacs/fs.realpath"
"function-bind@1.1.1","MIT","https://github.com/Raynos/function-bind"
"functional-red-black-tree@1.0.1","MIT","https://github.com/mikolalysenko/functional-red-black-tree"
"gensync@1.0.0-beta.2","MIT","https://github.com/loganfsmyth/gensync"
"get-caller-file@2.0.5","ISC","https://github.com/stefanpenner/get-caller-file"
"get-intrinsic@1.2.1","MIT","https://github.com/ljharb/get-intrinsic"
"get-package-type@0.1.0","MIT","https://github.com/cfware/get-package-type"
"get-stream@3.0.0","MIT","https://github.com/sindresorhus/get-stream"
"get-stream@4.1.0","MIT","https://github.com/sindresorhus/get-stream"
"get-stream@6.0.1","MIT","https://github.com/sindresorhus/get-stream"
"glob-parent@5.1.2","ISC","https://github.com/gulpjs/glob-parent"
"glob-parent@6.0.2","ISC","https://github.com/gulpjs/glob-parent"
"glob-to-regexp@0.4.1","BSD-2-Clause","https://github.com/fitzgen/glob-to-regexp"
"glob@7.2.3","ISC","https://github.com/isaacs/node-glob"
"glob@8.1.0","ISC","https://github.com/isaacs/node-glob"
"globals@11.12.0","MIT","https://github.com/sindresorhus/globals"
"globals@13.20.0","MIT","https://github.com/sindresorhus/globals"
"globby@11.1.0","MIT","https://github.com/sindresorhus/globby"
"graceful-fs@4.2.11","ISC","https://github.com/isaacs/node-graceful-fs"
"grapheme-splitter@1.0.4","MIT","https://github.com/orling/grapheme-splitter"
"gzip-size@6.0.0","MIT","https://github.com/sindresorhus/gzip-size"
"handle-thing@2.0.1","MIT","https://github.com/indutny/handle-thing"
"has-flag@3.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-flag@4.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-property-descriptors@1.0.0","MIT","https://github.com/inspect-js/has-property-descriptors"
"has-proto@1.0.1","MIT","https://github.com/inspect-js/has-proto"
"has-symbols@1.0.3","MIT","https://github.com/inspect-js/has-symbols"
"has@1.0.3","MIT","https://github.com/tarruda/has"
"hash-sum@1.0.2","MIT","https://github.com/bevacqua/hash-sum"
"hash-sum@2.0.0","MIT","https://github.com/bevacqua/hash-sum"
"he@1.2.0","MIT","https://github.com/mathiasbynens/he"
"highlight.js@10.7.3","BSD-3-Clause","https://github.com/highlightjs/highlight.js"
"highlight.js@11.9.0","BSD-3-Clause","https://github.com/highlightjs/highlight.js"
"hosted-git-info@2.8.9","ISC","https://github.com/npm/hosted-git-info"
"hpack.js@2.1.6","MIT","https://github.com/indutny/hpack.js"
"html-encoding-sniffer@2.0.1","MIT","https://github.com/jsdom/html-encoding-sniffer"
"html-entities@2.3.3","MIT","https://github.com/mdevils/html-entities"
"html-escaper@2.0.2","MIT","https://github.com/WebReflection/html-escaper"
"html-minifier-terser@6.1.0","MIT","https://github.com/terser/html-minifier-terser"
"html-tags@2.0.0","MIT","https://github.com/sindresorhus/html-tags"
"html-tags@3.3.1","MIT","https://github.com/sindresorhus/html-tags"
"html-to-text@9.0.5","MIT","https://github.com/html-to-text/node-html-to-text"
"html-webpack-plugin@5.5.1","MIT","https://github.com/jantimon/html-webpack-plugin"
"htmlparser2@6.1.0","MIT","https://github.com/fb55/htmlparser2"
"htmlparser2@8.0.2","MIT","https://github.com/fb55/htmlparser2"
"http-deceiver@1.2.7","MIT","https://github.com/indutny/http-deceiver"
"http-errors@1.6.3","MIT","https://github.com/jshttp/http-errors"
"http-errors@2.0.0","MIT","https://github.com/jshttp/http-errors"
"http-parser-js@0.5.8","MIT","https://github.com/creationix/http-parser-js"
"http-proxy-agent@4.0.1","MIT","https://github.com/TooTallNate/node-http-proxy-agent"
"http-proxy-middleware@2.0.6","MIT","https://github.com/chimurai/http-proxy-middleware"
"http-proxy@1.18.1","MIT","https://github.com/http-party/node-http-proxy"
"https-proxy-agent@5.0.1","MIT","https://github.com/TooTallNate/node-https-proxy-agent"
"human-signals@2.1.0","Apache-2.0","https://github.com/ehmicky/human-signals"
"iconv-lite@0.4.24","MIT","https://github.com/ashtuchkin/iconv-lite"
"icss-utils@5.1.0","ISC","https://github.com/css-modules/icss-utils"
"ieee754@1.2.1","BSD-3-Clause","https://github.com/feross/ieee754"
"ignore@4.0.6","MIT","https://github.com/kaelzhang/node-ignore"
"ignore@5.2.4","MIT","https://github.com/kaelzhang/node-ignore"
"import-fresh@3.3.0","MIT","https://github.com/sindresorhus/import-fresh"
"import-local@3.1.0","MIT","https://github.com/sindresorhus/import-local"
"imurmurhash@0.1.4","MIT","https://github.com/jensyt/imurmurhash-js"
"inflight@1.0.6","ISC","https://github.com/npm/inflight"
"inherits@2.0.3","ISC","https://github.com/isaacs/inherits"
"inherits@2.0.4","ISC","https://github.com/isaacs/inherits"
"ini@1.3.8","ISC","https://github.com/isaacs/ini"
"ipaddr.js@1.9.1","MIT","https://github.com/whitequark/ipaddr.js"
"ipaddr.js@2.0.1","MIT","https://github.com/whitequark/ipaddr.js"
"is-arrayish@0.2.1","MIT","https://github.com/qix-/node-is-arrayish"
"is-binary-path@2.1.0","MIT","https://github.com/sindresorhus/is-binary-path"
"is-buffer@1.1.6","MIT","https://github.com/feross/is-buffer"
"is-ci@1.2.1","MIT","https://github.com/watson/is-ci"
"is-core-module@2.12.1","MIT","https://github.com/inspect-js/is-core-module"
"is-docker@2.2.1","MIT","https://github.com/sindresorhus/is-docker"
"is-extendable@0.1.1","MIT","https://github.com/jonschlinkert/is-extendable"
"is-extglob@2.1.1","MIT","https://github.com/jonschlinkert/is-extglob"
"is-file-esm@1.0.0","MIT","https://github.com/davidmarkclements/is-file-esm"
"is-fullwidth-code-point@2.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-fullwidth-code-point@3.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-generator-fn@2.1.0","MIT","https://github.com/sindresorhus/is-generator-fn"
"is-glob@4.0.3","MIT","https://github.com/micromatch/is-glob"
"is-interactive@1.0.0","MIT","https://github.com/sindresorhus/is-interactive"
"is-number@7.0.0","MIT","https://github.com/jonschlinkert/is-number"
"is-plain-obj@3.0.0","MIT","https://github.com/sindresorhus/is-plain-obj"
"is-plain-object@2.0.4","MIT","https://github.com/jonschlinkert/is-plain-object"
"is-potential-custom-element-name@1.0.1","MIT","https://github.com/mathiasbynens/is-potential-custom-element-name"
"is-stream@1.1.0","MIT","https://github.com/sindresorhus/is-stream"
"is-stream@2.0.1","MIT","https://github.com/sindresorhus/is-stream"
"is-typedarray@1.0.0","MIT","https://github.com/hughsk/is-typedarray"
"is-unicode-supported@0.1.0","MIT","https://github.com/sindresorhus/is-unicode-supported"
"is-whitespace@0.3.0","MIT","https://github.com/jonschlinkert/is-whitespace"
"is-wsl@2.2.0","MIT","https://github.com/sindresorhus/is-wsl"
"isarray@1.0.0","MIT","https://github.com/juliangruber/isarray"
"isexe@2.0.0","ISC","https://github.com/isaacs/isexe"
"isobject@3.0.1","MIT","https://github.com/jonschlinkert/isobject"
"istanbul-lib-coverage@3.2.0","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-instrument@5.2.1","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-report@3.0.0","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-source-maps@4.0.1","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-reports@3.1.5","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"javascript-stringify@2.1.0","MIT","https://github.com/blakeembrey/javascript-stringify"
"jest-changed-files@27.5.1","MIT","https://github.com/facebook/jest"
"jest-circus@27.5.1","MIT","https://github.com/facebook/jest"
"jest-cli@27.5.1","MIT","https://github.com/facebook/jest"
"jest-config@27.5.1","MIT","https://github.com/facebook/jest"
"jest-diff@27.5.1","MIT","https://github.com/facebook/jest"
"jest-docblock@27.5.1","MIT","https://github.com/facebook/jest"
"jest-each@27.5.1","MIT","https://github.com/facebook/jest"
"jest-environment-jsdom@27.5.1","MIT","https://github.com/facebook/jest"
"jest-environment-node@27.5.1","MIT","https://github.com/facebook/jest"
"jest-get-type@27.5.1","MIT","https://github.com/facebook/jest"
"jest-haste-map@27.5.1","MIT","https://github.com/facebook/jest"
"jest-jasmine2@27.5.1","MIT","https://github.com/facebook/jest"
"jest-leak-detector@27.5.1","MIT","https://github.com/facebook/jest"
"jest-matcher-utils@27.5.1","MIT","https://github.com/facebook/jest"
"jest-message-util@27.5.1","MIT","https://github.com/facebook/jest"
"jest-message-util@28.1.3","MIT","https://github.com/facebook/jest"
"jest-mock@27.5.1","MIT","https://github.com/facebook/jest"
"jest-pnp-resolver@1.2.3","MIT","https://github.com/arcanis/jest-pnp-resolver"
"jest-regex-util@27.5.1","MIT","https://github.com/facebook/jest"
"jest-regex-util@28.0.2","MIT","https://github.com/facebook/jest"
"jest-resolve-dependencies@27.5.1","MIT","https://github.com/facebook/jest"
"jest-resolve@27.5.1","MIT","https://github.com/facebook/jest"
"jest-runner@27.5.1","MIT","https://github.com/facebook/jest"
"jest-runtime@27.5.1","MIT","https://github.com/facebook/jest"
"jest-serializer-vue@2.0.2","MIT","https://github.com/eddyerburgh/jest-serializer-vue"
"jest-serializer@27.5.1","MIT","https://github.com/facebook/jest"
"jest-snapshot@27.5.1","MIT","https://github.com/facebook/jest"
"jest-transform-stub@2.0.0","MIT","https://github.com/eddyerburgh/jest-transform-stub"
"jest-util@27.5.1","MIT","https://github.com/facebook/jest"
"jest-util@28.1.3","MIT","https://github.com/facebook/jest"
"jest-validate@27.5.1","MIT","https://github.com/facebook/jest"
"jest-watch-typeahead@1.1.0","MIT","https://github.com/jest-community/jest-watch-typeahead"
"jest-watcher@27.5.1","MIT","https://github.com/facebook/jest"
"jest-watcher@28.1.3","MIT","https://github.com/facebook/jest"
"jest-worker@27.5.1","MIT","https://github.com/facebook/jest"
"jest-worker@28.1.3","MIT","https://github.com/facebook/jest"
"jest@27.5.1","MIT","https://github.com/facebook/jest"
"joi@17.9.2","BSD-3-Clause","https://github.com/hapijs/joi"
"js-beautify@1.14.6","MIT","https://github.com/beautify-web/js-beautify"
"js-beautify@1.14.7","MIT","https://github.com/beautify-web/js-beautify"
"js-message@1.0.7","MIT","https://github.com/RIAEvangelist/js-message"
"js-tokens@4.0.0","MIT","https://github.com/lydell/js-tokens"
"js-yaml@3.14.1","MIT","https://github.com/nodeca/js-yaml"
"jsdom@16.7.0","MIT","https://github.com/jsdom/jsdom"
"jsesc@0.5.0","MIT","https://github.com/mathiasbynens/jsesc"
"jsesc@2.5.2","MIT","https://github.com/mathiasbynens/jsesc"
"json-parse-better-errors@1.0.2","MIT","https://github.com/zkat/json-parse-better-errors"
"json-parse-even-better-errors@2.3.1","MIT","https://github.com/npm/json-parse-even-better-errors"
"json-schema-traverse@0.4.1","MIT","https://github.com/epoberezkin/json-schema-traverse"
"json-schema-traverse@1.0.0","MIT","https://github.com/epoberezkin/json-schema-traverse"
"json-stable-stringify-without-jsonify@1.0.1","MIT","https://github.com/samn/json-stable-stringify"
"json5@1.0.2","MIT","https://github.com/json5/json5"
"json5@2.2.3","MIT","https://github.com/json5/json5"
"jsonfile@6.1.0","MIT","https://github.com/jprichardson/node-jsonfile"
"katex@0.16.9","MIT","https://github.com/KaTeX/KaTeX"
"kind-of@3.2.2","MIT","https://github.com/jonschlinkert/kind-of"
"kind-of@6.0.3","MIT","https://github.com/jonschlinkert/kind-of"
"kleur@3.0.3","MIT","https://github.com/lukeed/kleur"
"klona@2.0.6","MIT","https://github.com/lukeed/klona"
"launch-editor-middleware@2.6.0","MIT","https://github.com/yyx990803/launch-editor"
"launch-editor@2.6.0","MIT","https://github.com/yyx990803/launch-editor"
"leac@0.6.0","MIT","https://github.com/mxxii/leac"
"leven@3.1.0","MIT","https://github.com/sindresorhus/leven"
"levn@0.3.0","MIT","https://github.com/gkz/levn"
"levn@0.4.1","MIT","https://github.com/gkz/levn"
"lilconfig@2.1.0","MIT","https://github.com/antonk52/lilconfig"
"lines-and-columns@1.2.4","MIT","https://github.com/eventualbuddha/lines-and-columns"
"loader-runner@4.3.0","MIT","https://github.com/webpack/loader-runner"
"loader-utils@1.4.2","MIT","https://github.com/webpack/loader-utils"
"loader-utils@2.0.4","MIT","https://github.com/webpack/loader-utils"
"locate-path@5.0.0","MIT","https://github.com/sindresorhus/locate-path"
"locate-path@7.2.0","MIT","https://github.com/sindresorhus/locate-path"
"lodash.debounce@4.0.8","MIT","https://github.com/lodash/lodash"
"lodash.defaultsdeep@4.6.1","MIT","https://github.com/lodash/lodash"
